rn,skillscoremean_X1,skillscoremean_X2,skillscoremean_X3,skillscoremean_total,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,h_X_1_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,beta.scale,rho,lambda,omega,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
copula,0.478008378440844,0.549886960478338,0.473724614766428,0.50053998456187,0.29027913766108,0.428185460614652,0.692312278920817,0.470258959065516,0.210046004316895,0.342520611517183,0.339798410779758,0.297455008871279,0.205449516878602,0.288159336437113,0.338706921118295,0.288597238775027,,,,,,,,25.5469999999987,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1241,KpKwb,2019-01-19T00:53:02.517587Z
treeSHAP,-0.0880186458152503,-0.130829914649044,0.0114086981320464,-0.0691466207774158,0.322722823515193,1.41734974151499,2.27295115563615,1.33767457355545,0.437811565812409,0.860522846214664,0.638300332318094,0.645544914781723,0.405209547263247,0.778141727368658,0.664316386117914,0.656413323507905,,,,,,,,0.059000000001106,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1241,KpKwb,2019-01-19T00:53:02.517587Z
empirical_sigma.01,0.367680076922856,0.435592969562525,0.610676388016855,0.471316478167412,0.13635985932105,0.106921943400546,0.18257448198631,0.141952094902635,0.14062099120014,0.161537405979535,0.107696303426411,0.136618233535362,0.19480156858634,0.255389230883861,0.15012618356575,0.205220783970729,0.1,0.1,0.1,0.1,0.1,0.1,,13.4040000000023,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1241,vsr8g,2019-01-19T01:09:30.833965Z
empirical_AIC_each_k,0.515197835043885,0.623118647649855,0.672591997948417,0.603636160214052,0.106638618660251,0.0626522612570388,0.165372398307116,0.111554426074802,0.107814665462922,0.107866190067677,0.0905689520180164,0.102083269182872,0.126571141762982,0.137425661526337,0.132220805717583,0.131956456708375,0.110281907706894,0.110281907706894,0.110281907706894,0.190255423429181,0.190255423429181,0.190255423429181,,2230.841,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1241,vsr8g,2019-01-19T01:09:30.833965Z
empirical_AIC_full,0.417686666817787,0.505212023701755,0.510759866647519,0.477886185722354,0.125800157138284,0.0993059476404903,0.247189402551471,0.157431835776749,0.12950007601002,0.14161192524326,0.135335623702648,0.135482541651976,0.165096936046281,0.240670226855507,0.199765687273498,0.203570151894537,0.0848627334535043,0.316537482220096,0.0588460870433215,1.45429664099516,0.119622439304107,0.255199179124542,,2499.123,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1241,vsr8g,2019-01-19T01:09:30.833965Z
empirical_independence,0,0,0,0,0.210669540373081,0.263629255432978,0.353039600211519,0.275779465339193,0.222388993400393,0.286207288832541,0.276624124793833,0.261740135675589,0.219969708213397,0.272075507609832,0.249673620180967,0.248924019912348,Inf,Inf,Inf,Inf,Inf,Inf,Inf,13.3060000000041,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1241,vsr8g,2019-01-19T01:09:30.833965Z
Gaussian,0.251979149300611,0.272428980480007,0.375234480549839,0.299880870110152,0.190840807834208,0.166291954878467,0.314635209152557,0.22392265728841,0.166351604029543,0.208236128929945,0.172825215019265,0.182470982659584,0.180392126073919,0.242147050407947,0.194701522813735,0.207558721318598,,,,,,,,12.8809999999939,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1241,vsr8g,2019-01-19T01:09:30.833965Z
copula,0.19861668240154,0.167060444227462,0.199641126663571,0.188439417764191,0.192760987467423,0.19047867150642,0.345464339552862,0.242901332842235,0.178218829328589,0.238393372019039,0.221398572857668,0.212670258068432,0.182774326873873,0.223367426324975,0.197907421594626,0.20296045065898,,,,,,,,17.9270000000033,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1241,vsr8g,2019-01-19T01:09:30.833965Z
treeSHAP,0.0731134928215974,-0.194570129566866,0.00694431634054696,-0.0381707734682406,0.176502663038956,0.308489036427194,0.350054170149982,0.278348623205378,0.206129357327811,0.34189467810367,0.274703159363837,0.274242398265106,0.214640489594422,0.298720963318709,0.258705524591926,0.264655640930417,,,,,,,,0.036999999996624,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1241,vsr8g,2019-01-19T01:09:30.833965Z
empirical_sigma.01,0.878197442814225,0.923896019758587,0.916620298106927,0.90623792022658,0.0825762790807763,0.773902955856697,0.195968288924554,0.350815841287343,0.143314530329445,0.168998976415098,0.119124899627025,0.143812802123856,0.287605705851076,0.385855102955623,0.233052382704604,0.308356064883167,0.1,0.1,0.1,0.1,0.1,0.1,,13.4700000000012,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1242,ZKv0b,2019-01-19T01:46:35.879038Z
empirical_AIC_each_k,0.887671097777418,0.920748498110781,0.920221400028154,0.909546998638784,0.0806052521354187,0.583174324163736,0.157297583653415,0.273692386650857,0.132167700222402,0.175988465467264,0.113979991511822,0.140712052400496,0.192192716541661,0.391695332956792,0.239212375866523,0.287499897293955,0.134767283473415,0.134767283473415,0.134767283473415,0.125608955734825,0.125608955734825,0.125608955734825,,2054.26899999999,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1242,ZKv0b,2019-01-19T01:46:35.879038Z
empirical_AIC_full,0.859681287246013,0.901885325940465,0.901196654272108,0.887587755819529,0.114761002117701,0.73159848257718,0.244602803867295,0.363654096187392,0.165100888514996,0.217876639760025,0.141160718681187,0.174712748985403,0.225256327323178,0.404139946525458,0.241511800043002,0.302030327174133,0.045674731650023,0.210775120612729,0.0962781741894872,0.382218321354558,0.0525563076557519,0.145873278189429,,2683.006,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1242,ZKv0b,2019-01-19T01:46:35.879038Z
empirical_independence,0,0,0,0,0.564846575268187,8.30330318916224,2.55112027445638,3.8064233462956,1.17661347709523,2.22063255928282,1.42870383225634,1.60864995621146,1.2023895885943,2.11495223978408,1.00864521617116,1.57958616315183,Inf,Inf,Inf,Inf,Inf,Inf,Inf,12.6640000000043,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1242,ZKv0b,2019-01-19T01:46:35.879038Z
Gaussian,0.904211239974076,0.93924128515053,0.916093863624155,0.919848796249587,0.0842559309242977,0.608072801825365,0.304168077363107,0.332165603370923,0.112706346000743,0.134922780454913,0.119877018589993,0.12250204834855,0.0909857675960467,0.130079240109695,0.116917933423627,0.11382268481941,,,,,,,,12.461000000003,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1242,ZKv0b,2019-01-19T01:46:35.879038Z
copula,0.817018344767392,0.852619281715718,0.862678152133073,0.844105259538728,0.118917431442229,1.57747005968996,0.455986281213514,0.717457924115235,0.21529868160788,0.327278421632566,0.196192250300001,0.246256451180149,0.256118405859724,0.370678976108609,0.192662125642749,0.287851237156828,,,,,,,,17.5889999999999,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1242,ZKv0b,2019-01-19T01:46:35.879038Z
treeSHAP,-0.126675302209718,-0.0999809399795027,-0.0153876801089423,-0.0806813074327209,0.615114211884327,8.9562941128297,2.53769085229339,4.03636639233581,1.3256613448903,2.44265348990901,1.45068826979752,1.73966770153227,1.30065929031768,2.20581739314425,1.03360830296953,1.66596197048811,,,,,,,,0.0639999999984866,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1242,ZKv0b,2019-01-19T01:46:35.879038Z
empirical_sigma.01,0.950730442087817,0.951354304585887,0.928773137092968,0.94361929458889,0.437124366371221,0.753923799835163,0.105987830900026,0.432345332368803,0.129240987695353,0.229135508972729,0.168029363910812,0.175468620192965,0.152671401367061,0.368460713453692,0.32888133098787,0.300298016791558,0.1,0.1,0.1,0.1,0.1,0.1,,15.8989999999976,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1242,JRVmA,2019-01-19T02:22:27.467644Z
empirical_AIC_each_k,0.935288070035383,0.940946904748408,0.895099538252681,0.923778171012157,0.406433316008845,0.52612526595492,0.119987047921808,0.350848543295191,0.169748503918107,0.27815741807574,0.247467839266752,0.231791253753533,0.282000370629014,0.465764808445385,0.640640668867008,0.485942038066686,0.0929698415806721,0.0929698415806721,0.0929698415806721,0.0831131158305762,0.0831131158305762,0.0831131158305762,,1947.039,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1242,JRVmA,2019-01-19T02:22:27.467644Z
empirical_AIC_full,0.935590632481242,0.937486402845616,0.903048382259907,0.925375139195588,1.4997299350685,1.42255550009949,0.158936697617057,1.02707404426168,0.168954840020977,0.294457398126335,0.228715936573749,0.230709391573687,0.193633107605812,0.462038694975536,0.434293740575994,0.384946745249525,0.0295589481074317,0.151844050479129,0.0760871629042469,0.218556072219351,0.0464720600599556,0.0906893126733337,,2661.097,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1242,JRVmA,2019-01-19T02:22:27.467644Z
empirical_independence,0,0,0,0,2.8530070314724,40.1371843556362,1.60900432214551,14.8663985697514,2.62314080279975,4.71029362458763,2.35907292632176,3.23083578456971,2.47659711667094,4.24559789414873,1.77441428250486,3.18609899592104,Inf,Inf,Inf,Inf,Inf,Inf,Inf,12.5409999999974,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1242,JRVmA,2019-01-19T02:22:27.467644Z
Gaussian,0.967409991069563,0.973588072929746,0.970773544061685,0.970590536020332,0.800814296973991,0.860789087146007,0.103504044791011,0.588369142970337,0.0854881821890366,0.12440793169209,0.0689473409364139,0.0929478182725133,0.0732038315845882,0.10160896865951,0.0562453793661469,0.082355918023772,,,,,,,,12.4499999999971,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1242,JRVmA,2019-01-19T02:22:27.467644Z
copula,0.936496422297096,0.945463098363331,0.942892568989739,0.941617363216722,0.253963082822496,2.5867100441282,0.194405511584986,1.01169287951189,0.166578825796251,0.256884820083965,0.134720594388095,0.186061413422771,0.199011037908431,0.272976053038898,0.124576051415963,0.213566240666756,,,,,,,,17.1260000000038,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1242,JRVmA,2019-01-19T02:22:27.467644Z
treeSHAP,-0.0168802948883182,-0.0231763412484632,-0.014434556971789,-0.0181637310361902,1.96367079542394,39.2125866285853,1.68612534886383,14.287460924291,2.66742019308459,4.81946099701153,2.39312509887735,3.29333542965782,2.43513800738308,4.2152576058708,1.79542188349511,3.17725102430093,,,,,,,,0.0360000000000582,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0,1,0.5,0.1,2000,100,1,1000,1242,JRVmA,2019-01-19T02:22:27.467644Z
empirical_sigma.01,0.696672258407415,0.738339678319267,0.812801578191453,0.749271171639378,0.0767752900913454,0.206224871960905,3.57807536964363,1.28702517723196,0.132573301408188,0.182202218159202,0.104282807220748,0.139686108929379,0.233808717676019,0.324312037082079,0.136181994217232,0.24516600836704,0.1,0.1,0.1,0.1,0.1,0.1,,13.2890000000043,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1242,x52JA,2019-01-19T02:26:27.113523Z
empirical_AIC_each_k,0.755201553039029,0.772890898098253,0.800200012589037,0.776097487908773,0.062146491315833,0.183910040830648,3.06863812357751,1.10489821857466,0.106992318351163,0.158143129477355,0.111302773648351,0.125479407158957,0.210540728446174,0.308201281117047,0.120848250837197,0.226939945068015,0.252183084562501,0.252183084562501,0.252183084562501,0.176326109653642,0.176326109653642,0.176326109653642,,2614.77,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1242,x52JA,2019-01-19T02:26:27.113523Z
empirical_AIC_full,0.697697106882353,0.736794293718114,0.808936805402717,0.747809402001061,0.079350784425597,0.215264220047962,3.8242292594998,1.37294808799112,0.132125378164991,0.183278317509806,0.106435759963544,0.140613151879447,0.222874871583379,0.312605185876449,0.117546481252876,0.233241456123586,0.181574311676411,0.336461678590474,0.237561793320319,2.06241047110526,0.085354778253914,0.201918158025121,,2492.61199999999,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1242,x52JA,2019-01-19T02:26:27.113523Z
empirical_independence,0,0,0,0,0.270225827384665,1.16112092865162,28.0547138670671,9.8286868743678,0.437062896760211,0.696331094408415,0.557070974280974,0.563488321816533,0.45942044463336,0.670298251728196,0.398825148568093,0.531579925409411,Inf,Inf,Inf,Inf,Inf,Inf,Inf,12.375,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1242,x52JA,2019-01-19T02:26:27.113523Z
Gaussian,0.611455495179703,0.676545716991176,0.663263374410021,0.6504215288603,0.123946783711904,0.286551075416537,4.85367624070576,1.75472469994473,0.169818386797021,0.225231274878623,0.187586200093497,0.194211953923047,0.175517348998402,0.213514891270183,0.15773407379158,0.184575243890948,,,,,,,,12.7039999999979,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1242,x52JA,2019-01-19T02:26:27.113523Z
copula,0.442314748185657,0.484242316885647,0.491724125810355,0.472760396960553,0.175340125338801,0.477684407149177,6.78509044624187,2.47937165957661,0.243743531638425,0.359138111932566,0.283145736438339,0.29534246000311,0.246949185075146,0.307098879337282,0.213708172196403,0.262376743603821,,,,,,,,18.849000000002,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1242,x52JA,2019-01-19T02:26:27.113523Z
treeSHAP,-0.104424004056914,-0.153711721284086,-0.0168493183382728,-0.0916616812264243,0.299156350166976,1.29958371480405,26.2929192221092,9.29721976236006,0.482702754464626,0.803365345513564,0.566457240463645,0.617508446813945,0.523071439965849,0.74399505590676,0.409048234939541,0.589719589804722,,,,,,,,0.0339999999996508,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1242,x52JA,2019-01-19T02:26:27.113523Z
empirical_sigma.01,0.326355237974355,0.340494979731289,0.512109440196801,0.392986552634148,0.104922858200951,0.184545560186928,0.188969012963152,0.159479143783677,0.155727916690441,0.192564252253165,0.123716395556267,0.157336188166625,0.302816096442336,0.298226005999574,0.125471926658939,0.256546162637959,0.1,0.1,0.1,0.1,0.1,0.1,,13.5309999999954,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1242,DWrrw,2019-01-19T02:33:08.311952Z
empirical_AIC_each_k,0.609817836233662,0.620388066952788,0.721451273238144,0.650552392141531,0.0592635757241668,0.0746246210941883,0.121026778945871,0.0849716585880754,0.0901992547383415,0.1108402298497,0.0706327346765325,0.0905574064215246,0.18990037754475,0.208862368149798,0.0825455692602461,0.170031408505214,0.224377288842944,0.224377288842944,0.224377288842944,0.193148192162208,0.193148192162208,0.193148192162208,,2625.448,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1242,DWrrw,2019-01-19T02:33:08.311952Z
empirical_AIC_full,0.429831374675316,0.285912719556683,0.567556951819417,0.427767015350472,0.0881247840032437,0.218943668746014,0.189138669771652,0.165402374173637,0.13180711435664,0.208501344153585,0.109656344295424,0.149988267601883,0.257297076742611,0.312861596614299,0.133650876934086,0.249084109934687,0.153161226186061,0.314574688574219,0.152014747243899,0.327224851583059,0.0855249970112693,0.246654022877072,,2656.744,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1242,DWrrw,2019-01-19T02:33:08.311952Z
empirical_independence,0,0,0,0,0.17576299397741,0.29878768846215,0.358638229081175,0.277729637173578,0.231172162939661,0.291982996846189,0.253574071214189,0.25890974366668,0.224564051876512,0.268068961828123,0.189200279536258,0.230164651733485,Inf,Inf,Inf,Inf,Inf,Inf,Inf,11.8839999999982,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1242,DWrrw,2019-01-19T02:33:08.311952Z
Gaussian,0.355514728241266,0.377898085994176,0.33539319308074,0.356268669105394,0.129597863542474,0.195479059339499,0.235120561962578,0.186732494948183,0.148987054255222,0.181643181195171,0.168527053787179,0.16638576307919,0.133164937633755,0.172910618359853,0.148601462730877,0.152522088440053,,,,,,,,12.1270000000004,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1242,DWrrw,2019-01-19T02:33:08.311952Z
copula,0.21895257595243,0.222387272614316,0.181798062483894,0.20771263701688,0.150859429098749,0.232886670683048,0.280960026076507,0.221568708619435,0.180556422375527,0.227049694527811,0.207474796371296,0.205026971091545,0.162541883104035,0.186921154833127,0.153242753509559,0.168689713479507,,,,,,,,16.961000000003,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1242,DWrrw,2019-01-19T02:33:08.311952Z
treeSHAP,0.0292085936631077,-0.135943627919238,-0.0427573539943636,-0.0498307960834978,0.172901002110147,0.341166223073654,0.381085463643157,0.298384229608986,0.224419949166135,0.331676224728191,0.264416227540886,0.273504133811737,0.232251637422005,0.288927150240152,0.203426628102298,0.24732003861999,,,,,,,,0.0419999999940046,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0,1,0.5,0.1,2000,100,1,1000,1242,DWrrw,2019-01-19T02:33:08.311952Z
empirical_sigma.01,0.857779534645906,0.91807273331547,0.931104276240241,0.902318848067205,0.109048366692004,0.320726935412502,0.180676579700508,0.203483960601671,0.134758388711779,0.153197779209616,0.0855444136683467,0.124500193863247,0.0943525415064806,0.19124171241334,0.118529929304705,0.143273042162501,0.1,0.1,0.1,0.1,0.1,0.1,,15.5050000000047,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1243,BvWMN,2019-01-19T03:10:12.745380Z
empirical_AIC_each_k,0.8454065615919,0.901030846355632,0.921795049248458,0.88941081906533,0.120735463281767,0.465086033083341,0.267251783548048,0.284357759971052,0.146482171981513,0.185064816173531,0.0971032205326815,0.142883402895908,0.0840050680383262,0.169840182332876,0.106221316653411,0.130090912247654,0.145886336853117,0.145886336853117,0.145886336853117,0.133840899609676,0.133840899609676,0.133840899609676,,1725.921,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1243,BvWMN,2019-01-19T03:10:12.745380Z
empirical_AIC_full,0.830470148536725,0.914662261486807,0.903983770011904,0.883038726678478,0.125078054579814,0.22147573315989,0.273144005605881,0.206565931115195,0.160634895722345,0.159575103040276,0.11921860528845,0.146476201350357,0.142955900768355,0.235177349475289,0.1434015131903,0.17961376990801,0.0205632660223727,0.169055072468545,0.148954619178302,0.589008884952026,0.0654359467492575,0.134337728416618,,2610.462,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1243,BvWMN,2019-01-19T03:10:12.745380Z
empirical_independence,0,0,0,0,0.522831005315265,3.39235270639646,5.10334606875845,3.00617659349006,0.947531625467992,1.86992420727913,1.24165055536163,1.35303546270292,0.660289992916863,1.49218749441285,0.988529903160456,1.16346468498781,Inf,Inf,Inf,Inf,Inf,Inf,Inf,11.6650000000009,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1243,BvWMN,2019-01-19T03:10:12.745380Z
Gaussian,0.85813529434309,0.942167793762712,0.903161054461811,0.901154714189204,0.101447550359198,0.20093055849601,0.527525597104416,0.276634568653208,0.134421295147631,0.108141842403464,0.120240130508127,0.120934422686407,0.0762383434615784,0.103284353032224,0.108344563041992,0.0972572528219655,,,,,,,,11.8389999999999,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1243,BvWMN,2019-01-19T03:10:12.745380Z
copula,0.858136673446825,0.863036970399435,0.823209276205948,0.848127640017403,0.0913319862674655,0.372411519195113,1.09576071211049,0.519834739191024,0.134419988403226,0.256110484552386,0.219512300381671,0.203347591112427,0.17341174666907,0.287204455907736,0.199531732679622,0.230343259507882,,,,,,,,15.7129999999961,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1243,BvWMN,2019-01-19T03:10:12.745380Z
treeSHAP,-0.127674817002143,-0.0875350332455434,-0.017638062594249,-0.0776159709473117,0.618755153418495,3.71308102375149,4.85979421135046,3.06387679617348,1.06850755235336,2.03360808492996,1.26355086557729,1.4552221676202,0.692563669761067,1.56788542862491,0.998872862193311,1.21544078442625,,,,,,,,0.0520000000033178,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0,1,0.5,0.1,2000,100,1,1000,1243,BvWMN,2019-01-19T03:10:12.745380Z
empirical_sigma.01,0.700062820175897,0.766766940975525,0.747506299918575,0.738112020356666,0.0906385705833472,0.144334304448723,12.1068062010304,4.11392635868747,0.0912127450070906,0.130710729036575,0.145174775308067,0.122366083117244,0.0869259557734817,0.123947617240561,0.110442347279416,0.110223062450468,0.1,0.1,0.1,0.1,0.1,0.1,,12.9429999999993,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1243,TkUpR,2019-01-19T03:56:32.122884Z
empirical_AIC_each_k,0.763674399324954,0.790856178091509,0.790858471687314,0.781796349701259,0.0729770329450062,0.175995411910401,7.26059139986115,2.50318794823885,0.0718680717264258,0.117210405546693,0.120248839359511,0.10310910554421,0.0658284221244081,0.0901675949417634,0.0642843168921894,0.0773704734174168,0.249454999195106,0.249454999195106,0.249454999195106,0.190788017502484,0.190788017502484,0.190788017502484,,2264.552,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1243,TkUpR,2019-01-19T03:56:32.122884Z
empirical_AIC_full,0.67193284092295,0.756438941944797,0.741006587961572,0.723126123609773,0.0969344237605532,0.164980864334821,13.7798652959447,4.68059352801337,0.0997672450732662,0.13649884624621,0.148911875372824,0.1283926555641,0.095228728879761,0.14609912869246,0.107419833028725,0.119697395360924,0.0889504241147563,0.271577149516954,0.0879304044390649,0.908422433540204,0.0943015470006338,0.206474158272422,,2304.935,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0,1,0.5,0.1,2000,100,1,1000,1243,TkUpR,2019-01-19T03:56:32.122884Z
